base_condition,ours_condition,same_condition,base_phase,ours_phase,promoted_pair,base_w_msg,ours_w_msg,base_lambda_img,ours_lambda_img,ber30_base,ber30_ours,abs_delta_ber30,psnr_base,psnr_ours,local_psnr_base,local_psnr_ours,delta_local_psnr,p95_base,p95_ours,delta_p95,gini_base,gini_ours,rank,selected
wmsg40_img025,promoted_wmsg40,False,,promoted,False,40.0,40.0,0.25,1.0,0.1151875,0.111875,0.003312499999999996,33.541478059055905,33.426017653208575,32.798180944968735,32.80950543145873,0.011324486489996843,0.0005560941119620111,0.0005456236851750873,-1.0470426786923781e-05,0.08805669260476585,0.07070535397973192,107,False
img025,wmsg20_img05,False,,,False,10.0,20.0,0.25,0.5,0.114875,0.11475,0.0001250000000000001,34.69796547460056,34.57588208746528,33.92379659211995,33.82959060585981,-0.09420598626013543,0.0004312837414909154,0.0004391070944257081,7.823352934792675e-06,0.09231015136704405,0.08827097640392045,108,False
wmsg20,img025,False,,,False,20.0,10.0,1.0,0.25,0.1154375,0.11525,0.00018749999999999323,34.900542732286006,34.72839100005883,34.12323929151835,33.967204826937284,-0.15603446458106873,0.0004129919313709252,0.0004264892234641593,1.3497292093234104e-05,0.09268271594954415,0.0906037966119158,109,False
wmsg20_img05,wmsg40,False,,,False,20.0,40.0,0.5,1.0,0.1150625,0.114375,0.0006874999999999937,34.53364915648359,34.33324343945972,33.76628491542652,33.60665170743549,-0.15963320799102831,0.0004466118017444387,0.00046085295602097174,1.4241154276533024e-05,0.09124007026377726,0.08561970507495395,110,False
img05,img025,False,,,False,10.0,10.0,0.5,0.25,0.1151875,0.11525,6.2500000000007e-05,34.9151224364619,34.72839100005883,34.13417899904236,33.967204826937284,-0.16697417210507837,0.0004121655964991078,0.0004264892234641593,1.4323626965051495e-05,0.09364339609379652,0.0906037966119158,111,False
promoted_wmsg20,wmsg20,False,promoted,,False,20.0,20.0,1.0,1.0,0.1108125,0.115375,0.004562500000000011,35.189393867590375,34.97057417507345,34.412367331389305,34.22027291524583,-0.1920944161434761,0.00038745406971429474,0.0004026055391295813,1.5151469415286567e-05,0.09524348788116868,0.08894195163096225,112,False
promoted_wmsg20,img05,False,promoted,,False,20.0,10.0,1.0,0.5,0.1108125,0.11575,0.004937500000000011,35.189393867590375,34.96787302470802,34.412367331389305,34.20468947436314,-0.20767785702616237,0.00038745406971429474,0.00040437078307149933,1.691671335720459e-05,0.09524348788116868,0.09105890734985335,113,False
wmsg20_img05,wmsg20_img025,False,,,False,20.0,20.0,0.5,0.25,0.1150625,0.115,6.249999999999312e-05,34.53364915648359,34.29805152125781,33.76628491542652,33.557385923417336,-0.20889899200918194,0.0004466118017444387,0.0004666525445645675,2.004074282012879e-05,0.09124007026377726,0.08741908670808947,114,False
promoted_wmsg40,wmsg40_img025,False,promoted,,False,40.0,40.0,1.0,0.25,0.111375,0.11525,0.0038750000000000034,33.78577818110702,33.552889161982414,33.04112845272648,32.831660279267886,-0.20946817345859614,0.0005226872711500619,0.0005495143024018034,2.682703125174153e-05,0.08671867329051054,0.0851052577048578,115,False
wmsg40_img05,wmsg40_img025,False,,,False,40.0,40.0,0.5,0.25,0.1150625,0.11525,0.0001875000000000071,33.798163565194784,33.552889161982414,33.04940138032077,32.831660279267886,-0.21774110105288003,0.0005250476794026326,0.0005495143024018034,2.4466622999170812e-05,0.08909127508113628,0.0851052577048578,116,False
wmsg40_img05,promoted_wmsg40,False,,promoted,False,40.0,40.0,0.5,1.0,0.1150625,0.111875,0.003187499999999996,33.798163565194784,33.426017653208575,33.04940138032077,32.80950543145873,-0.2398959488620349,0.0005250476794026326,0.0005456236851750873,2.0576005772454686e-05,0.08909127508113628,0.07070535397973192,117,False
wmsg20,wmsg20_img05,False,,,False,20.0,20.0,1.0,0.5,0.1154375,0.11475,0.0006874999999999937,34.900542732286006,34.57588208746528,34.12323929151835,33.82959060585981,-0.29364868565853897,0.0004129919313709252,0.0004391070944257081,2.6115163054782895e-05,0.09268271594954415,0.08827097640392045,118,False
reference,wmsg20,False,,,False,10.0,20.0,1.0,1.0,0.1148125,0.115375,0.0005625000000000074,35.31424488733145,34.97057417507345,34.52222366386737,34.22027291524583,-0.30195074862154314,0.0003785038368368987,0.0004026055391295813,2.4101702292682618e-05,0.09555778711609784,0.08894195163096225,119,False
img05,wmsg20_img05,False,,,False,10.0,20.0,0.5,0.5,0.1151875,0.11475,0.00043749999999999345,34.9151224364619,34.57588208746528,34.13417899904236,33.82959060585981,-0.3045883931825486,0.0004121655964991078,0.0004391070944257081,2.6941497926600286e-05,0.09364339609379652,0.08827097640392045,120,False
img025,wmsg40,False,,,False,10.0,40.0,0.25,1.0,0.114875,0.114375,0.0005000000000000004,34.69796547460056,34.33324343945972,33.92379659211995,33.60665170743549,-0.3171448846844598,0.0004312837414909154,0.00046085295602097174,2.956921453005633e-05,0.09231015136704405,0.08561970507495395,121,False
reference,img05,False,,,False,10.0,10.0,1.0,0.5,0.1148125,0.11575,0.0009375000000000078,35.31424488733145,34.96787302470802,34.52222366386737,34.20468947436314,-0.3175341895042294,0.0003785038368368987,0.00040437078307149933,2.5866946234600642e-05,0.09555778711609784,0.09105890734985335,122,False
wmsg40_img025,wmsg80,False,,,False,40.0,80.0,0.25,1.0,0.1151875,0.1153125,0.0001250000000000001,33.541478059055905,33.193893168300036,32.798180944968735,32.47903548069983,-0.31914546426890666,0.0005560941119620111,0.0005940209809341467,3.792686897213565e-05,0.08805669260476585,0.08336630408063969,123,False
wmsg40,wmsg40_img05,False,,,False,40.0,40.0,1.0,0.5,0.1146875,0.1150625,0.00037500000000000033,34.238306554370105,33.84098365610471,33.483743425758995,33.123404006463744,-0.3603394192952507,0.0004757613530091476,0.0005133856968313922,3.762434382224459e-05,0.08971934697013262,0.08474360076151076,124,False
img025,wmsg20_img025,False,,,False,10.0,20.0,0.25,0.25,0.114875,0.115,0.0001250000000000001,34.69796547460056,34.29805152125781,33.92379659211995,33.557385923417336,-0.3664106687026134,0.0004312837414909154,0.0004666525445645675,3.53688030736521e-05,0.09231015136704405,0.08741908670808947,125,False
wmsg20_img025,wmsg40_img05,False,,,False,20.0,40.0,0.25,0.5,0.115,0.1150625,6.249999999999312e-05,34.28189094354105,33.84098365610471,33.52642413738608,33.123404006463744,-0.4030201309223358,0.00047112922184169295,0.0005133856968313922,4.225647498969922e-05,0.08948576694184554,0.08474360076151076,126,False
promoted_wmsg20,img025,False,promoted,,False,20.0,10.0,1.0,0.25,0.1108125,0.11525,0.004437500000000011,35.189393867590375,34.72839100005883,34.412367331389305,33.967204826937284,-0.4451625044520213,0.00038745406971429474,0.0004264892234641593,3.9035153749864546e-05,0.09524348788116868,0.0906037966119158,127,False
wmsg20,wmsg40,False,,,False,20.0,40.0,1.0,1.0,0.1154375,0.114375,0.001062499999999994,34.900542732286006,34.33324343945972,34.12323929151835,33.60665170743549,-0.5165875840828633,0.0004129919313709252,0.00046085295602097174,4.786102465004655e-05,0.09268271594954415,0.08561970507495395,128,False
img05,wmsg40,False,,,False,10.0,40.0,0.5,1.0,0.1151875,0.114375,0.0008124999999999938,34.9151224364619,34.33324343945972,34.13417899904236,33.60665170743549,-0.527527291606873,0.0004121655964991078,0.00046085295602097174,4.868735952186394e-05,0.09364339609379652,0.08561970507495395,129,False
reference,img025,False,,,False,10.0,10.0,1.0,0.25,0.1148125,0.11525,0.00043750000000000733,35.31424488733145,34.72839100005883,34.52222366386737,33.967204826937284,-0.5550188369300884,0.0003785038368368987,0.0004264892234641593,4.79853866272606e-05,0.09555778711609784,0.0906037966119158,130,False
promoted_wmsg40,wmsg80,False,promoted,,False,40.0,80.0,1.0,1.0,0.111375,0.1153125,0.0039374999999999966,33.78577818110702,33.193893168300036,33.04112845272648,32.47903548069983,-0.5620929720266545,0.0005226872711500619,0.0005940209809341467,7.133370978408484e-05,0.08671867329051054,0.08336630408063969,131,False
wmsg20,wmsg20_img025,False,,,False,20.0,20.0,1.0,0.25,0.1154375,0.115,0.00043749999999999345,34.900542732286006,34.29805152125781,34.12323929151835,33.557385923417336,-0.5658533681010169,0.0004129919313709252,0.0004666525445645675,5.366061319364232e-05,0.09268271594954415,0.08741908670808947,132,False
wmsg40_img05,wmsg80,False,,,False,40.0,80.0,0.5,1.0,0.1150625,0.1153125,0.0002500000000000002,33.798163565194784,33.193893168300036,33.04940138032077,32.47903548069983,-0.5703658996209384,0.0005250476794026326,0.0005940209809341467,6.897330153151412e-05,0.08909127508113628,0.08336630408063969,133,False
img05,wmsg20_img025,False,,,False,10.0,20.0,0.5,0.25,0.1151875,0.115,0.00018749999999999323,34.9151224364619,34.29805152125781,34.13417899904236,33.557385923417336,-0.5767930756250266,0.0004121655964991078,0.0004666525445645675,5.448694806545971e-05,0.09364339609379652,0.08741908670808947,134,False
promoted_wmsg20,wmsg20_img05,False,promoted,,False,20.0,20.0,1.0,0.5,0.1108125,0.11475,0.0039375000000000104,35.189393867590375,34.57588208746528,34.412367331389305,33.82959060585981,-0.5827767255294916,0.00038745406971429474,0.0004391070944257081,5.165302471141334e-05,0.09524348788116868,0.08827097640392045,135,False
wmsg20_img05,wmsg40_img05,False,,,False,20.0,40.0,0.5,0.5,0.1150625,0.1150625,0.0,34.53364915648359,33.84098365610471,33.76628491542652,33.123404006463744,-0.6428809089627734,0.0004466118017444387,0.0005133856968313922,6.677389508695346e-05,0.09124007026377726,0.08474360076151076,136,False
wmsg40,wmsg40_img025,False,,,False,40.0,40.0,1.0,0.25,0.1146875,0.11525,0.0005625000000000074,34.238306554370105,33.552889161982414,33.483743425758995,32.831660279267886,-0.6520831464911083,0.0004757613530091476,0.0005495143024018034,7.375294939265586e-05,0.08971934697013262,0.0851052577048578,137,False
wmsg40,promoted_wmsg40,False,,promoted,False,40.0,40.0,1.0,1.0,0.1146875,0.111875,0.0028124999999999956,34.238306554370105,33.426017653208575,33.483743425758995,32.80950543145873,-0.6742379943002632,0.0004757613530091476,0.0005456236851750873,6.986233216593974e-05,0.08971934697013262,0.07070535397973192,138,False
reference,wmsg20_img05,False,,,False,10.0,20.0,1.0,0.5,0.1148125,0.11475,6.249999999999312e-05,35.31424488733145,34.57588208746528,34.52222366386737,33.82959060585981,-0.6926330580075586,0.0003785038368368987,0.0004391070944257081,6.060325758880939e-05,0.09555778711609784,0.08827097640392045,139,False
wmsg20_img025,wmsg40_img025,False,,,False,20.0,40.0,0.25,0.25,0.115,0.11525,0.0002500000000000002,34.28189094354105,33.552889161982414,33.52642413738608,32.831660279267886,-0.6947638581181934,0.00047112922184169295,0.0005495143024018034,7.838508056011049e-05,0.08948576694184554,0.0851052577048578,140,False
wmsg20_img025,promoted_wmsg40,False,,promoted,False,20.0,40.0,0.25,1.0,0.115,0.111875,0.0031250000000000028,34.28189094354105,33.426017653208575,33.52642413738608,32.80950543145873,-0.7169187059273483,0.00047112922184169295,0.0005456236851750873,7.449446333339437e-05,0.08948576694184554,0.07070535397973192,141,False
img025,wmsg40_img05,False,,,False,10.0,40.0,0.25,0.5,0.114875,0.1150625,0.00018749999999999323,34.69796547460056,33.84098365610471,33.92379659211995,33.123404006463744,-0.8003925856562049,0.0004312837414909154,0.0005133856968313922,8.210195534047676e-05,0.09231015136704405,0.08474360076151076,142,False
promoted_wmsg20,wmsg40,False,promoted,,False,20.0,40.0,1.0,1.0,0.1108125,0.114375,0.00356250000000001,35.189393867590375,34.33324343945972,34.412367331389305,33.60665170743549,-0.8057156239538159,0.00038745406971429474,0.00046085295602097174,7.3398886306677e-05,0.09524348788116868,0.08561970507495395,143,False
promoted_reference,reference,False,promoted,,False,10.0,10.0,1.0,1.0,0.111,0.1153125,0.004312499999999997,36.222525735101684,35.38101385790666,35.42592541021401,34.612166679219534,-0.8137587309944792,0.0003108426282415167,0.00036961714286007916,5.877451461856249e-05,0.10093777436212466,0.09203502663692882,144,False
promoted_wmsg20,wmsg20_img025,False,promoted,,False,20.0,20.0,1.0,0.25,0.1108125,0.115,0.004187500000000011,35.189393867590375,34.29805152125781,34.412367331389305,33.557385923417336,-0.8549814079719695,0.00038745406971429474,0.0004666525445645675,7.919847485027276e-05,0.09524348788116868,0.08741908670808947,145,False
reference,wmsg40,False,,,False,10.0,40.0,1.0,1.0,0.1148125,0.114375,0.00043749999999999345,35.31424488733145,34.33324343945972,34.52222366386737,33.60665170743549,-0.9155719564318829,0.0003785038368368987,0.00046085295602097174,8.234911918407305e-05,0.09555778711609784,0.08561970507495395,146,False
wmsg20_img05,wmsg40_img025,False,,,False,20.0,40.0,0.5,0.25,0.1150625,0.11525,0.0001875000000000071,34.53364915648359,33.552889161982414,33.76628491542652,32.831660279267886,-0.934624636158631,0.0004466118017444387,0.0005495143024018034,0.00010290250065736473,0.09124007026377726,0.0851052577048578,147,False
wmsg20_img05,promoted_wmsg40,False,,promoted,False,20.0,40.0,0.5,1.0,0.1150625,0.111875,0.003187499999999996,34.53364915648359,33.426017653208575,33.76628491542652,32.80950543145873,-0.9567794839677859,0.0004466118017444387,0.0005456236851750873,9.90118834306486e-05,0.09124007026377726,0.07070535397973192,148,False
reference,wmsg20_img025,False,,,False,10.0,20.0,1.0,0.25,0.1148125,0.115,0.0001875000000000071,35.31424488733145,34.29805152125781,34.52222366386737,33.557385923417336,-0.9648377404500366,0.0003785038368368987,0.0004666525445645675,8.814870772766881e-05,0.09555778711609784,0.08741908670808947,149,False
wmsg20,wmsg40_img05,False,,,False,20.0,40.0,1.0,0.5,0.1154375,0.1150625,0.00037500000000000033,34.900542732286006,33.84098365610471,34.12323929151835,33.123404006463744,-0.9998352850546084,0.0004129919313709252,0.0005133856968313922,0.00010039376546046698,0.09268271594954415,0.08474360076151076,150,False
wmsg40,wmsg80,False,,,False,40.0,80.0,1.0,1.0,0.1146875,0.1153125,0.0006250000000000006,34.238306554370105,33.193893168300036,33.483743425758995,32.47903548069983,-1.0047079450591667,0.0004757613530091476,0.0005940209809341467,0.00011825962792499917,0.08971934697013262,0.08336630408063969,151,False
img05,wmsg40_img05,False,,,False,10.0,40.0,0.5,0.5,0.1151875,0.1150625,0.0001250000000000001,34.9151224364619,33.84098365610471,34.13417899904236,33.123404006463744,-1.010774992578618,0.0004121655964991078,0.0005133856968313922,0.00010122010033228437,0.09364339609379652,0.08474360076151076,152,False
wmsg20_img025,wmsg80,False,,,False,20.0,80.0,0.25,1.0,0.115,0.1153125,0.00031249999999999334,34.28189094354105,33.193893168300036,33.52642413738608,32.47903548069983,-1.0473886566862518,0.00047112922184169295,0.0005940209809341467,0.0001228917590924538,0.08948576694184554,0.08336630408063969,153,False
img025,wmsg40_img025,False,,,False,10.0,40.0,0.25,0.25,0.114875,0.11525,0.00037500000000000033,34.69796547460056,33.552889161982414,33.92379659211995,32.831660279267886,-1.0921363128520625,0.0004312837414909154,0.0005495143024018034,0.00011823056091088803,0.09231015136704405,0.0851052577048578,154,False
img025,promoted_wmsg40,False,,promoted,False,10.0,40.0,0.25,1.0,0.114875,0.111875,0.0030000000000000027,34.69796547460056,33.426017653208575,33.92379659211995,32.80950543145873,-1.1142911606612174,0.0004312837414909154,0.0005456236851750873,0.00011433994368417191,0.09231015136704405,0.07070535397973192,155,False
wmsg40_img025,promoted_wmsg80,False,,promoted,False,40.0,80.0,0.25,1.0,0.1151875,0.110625,0.004562499999999997,33.541478059055905,32.353024096039,32.798180944968735,31.61033297843236,-1.1878479665363741,0.0005560941119620111,0.0007261043498874641,0.00017001023792545306,0.08805669260476585,0.08706268247284649,156,False
promoted_reference,wmsg20,False,promoted,,False,10.0,20.0,1.0,1.0,0.111,0.115375,0.004375000000000004,36.222525735101684,34.97057417507345,35.42592541021401,34.22027291524583,-1.2056524949681844,0.0003108426282415167,0.0004026055391295813,9.176291088806464e-05,0.10093777436212466,0.08894195163096225,157,False
promoted_reference,img05,False,promoted,,False,10.0,10.0,1.0,0.5,0.111,0.11575,0.004750000000000004,36.222525735101684,34.96787302470802,35.42592541021401,34.20468947436314,-1.2212359358508706,0.0003108426282415167,0.00040437078307149933,9.352815482998266e-05,0.10093777436212466,0.09105890734985335,158,False
wmsg20_img05,wmsg80,False,,,False,20.0,80.0,0.5,1.0,0.1150625,0.1153125,0.0002500000000000002,34.53364915648359,33.193893168300036,33.76628491542652,32.47903548069983,-1.2872494347266894,0.0004466118017444387,0.0005940209809341467,0.00014740917918970803,0.09124007026377726,0.08336630408063969,159,False
promoted_wmsg20,wmsg40_img05,False,promoted,,False,20.0,40.0,1.0,0.5,0.1108125,0.1150625,0.004250000000000004,35.189393867590375,33.84098365610471,34.412367331389305,33.123404006463744,-1.288963324925561,0.00038745406971429474,0.0005133856968313922,0.00012593162711709743,0.09524348788116868,0.08474360076151076,160,False
wmsg20,wmsg40_img025,False,,,False,20.0,40.0,1.0,0.25,0.1154375,0.11525,0.00018749999999999323,34.900542732286006,33.552889161982414,34.12323929151835,32.831660279267886,-1.291579012250466,0.0004129919313709252,0.0005495143024018034,0.00013652237103087825,0.09268271594954415,0.0851052577048578,161,False
img05,wmsg40_img025,False,,,False,10.0,40.0,0.5,0.25,0.1151875,0.11525,6.2500000000007e-05,34.9151224364619,33.552889161982414,34.13417899904236,32.831660279267886,-1.3025187197744756,0.0004121655964991078,0.0005495143024018034,0.00013734870590269564,0.09364339609379652,0.0851052577048578,162,False
wmsg20,promoted_wmsg40,False,,promoted,False,20.0,40.0,1.0,1.0,0.1154375,0.111875,0.0035624999999999962,34.900542732286006,33.426017653208575,34.12323929151835,32.80950543145873,-1.313733860059621,0.0004129919313709252,0.0005456236851750873,0.00013263175380416213,0.09268271594954415,0.07070535397973192,163,False
img05,promoted_wmsg40,False,,promoted,False,10.0,40.0,0.5,1.0,0.1151875,0.111875,0.003312499999999996,34.9151224364619,33.426017653208575,34.13417899904236,32.80950543145873,-1.3246735675836305,0.0004121655964991078,0.0005456236851750873,0.00013345808867597952,0.09364339609379652,0.07070535397973192,164,False
reference,wmsg40_img05,False,,,False,10.0,40.0,1.0,0.5,0.1148125,0.1150625,0.0002500000000000002,35.31424488733145,33.84098365610471,34.52222366386737,33.123404006463744,-1.398819657403628,0.0003785038368368987,0.0005133856968313922,0.00013488185999449348,0.09555778711609784,0.08474360076151076,165,False
wmsg40_img05,promoted_wmsg80,False,,promoted,False,40.0,80.0,0.5,1.0,0.1150625,0.110625,0.004437499999999997,33.798163565194784,32.353024096039,33.04940138032077,31.61033297843236,-1.439068401888406,0.0005250476794026326,0.0007261043498874641,0.00020105667048483152,0.08909127508113628,0.08706268247284649,166,False
img025,wmsg80,False,,,False,10.0,80.0,0.25,1.0,0.114875,0.1153125,0.00043749999999999345,34.69796547460056,33.193893168300036,33.92379659211995,32.47903548069983,-1.4447611114201209,0.0004312837414909154,0.0005940209809341467,0.00016273723944323134,0.09231015136704405,0.08336630408063969,167,False
promoted_reference,img025,False,promoted,,False,10.0,10.0,1.0,0.25,0.111,0.11525,0.004250000000000004,36.222525735101684,34.72839100005883,35.42592541021401,33.967204826937284,-1.4587205832767296,0.0003108426282415167,0.0004264892234641593,0.00011564659522264261,0.10093777436212466,0.0906037966119158,168,False
promoted_wmsg20,wmsg40_img025,False,promoted,,False,20.0,40.0,1.0,0.25,0.1108125,0.11525,0.004437500000000011,35.189393867590375,33.552889161982414,34.412367331389305,32.831660279267886,-1.5807070521214186,0.00038745406971429474,0.0005495143024018034,0.0001620602326875087,0.09524348788116868,0.0851052577048578,169,False
promoted_reference,wmsg20_img05,False,promoted,,False,10.0,20.0,1.0,0.5,0.111,0.11475,0.0037500000000000033,36.222525735101684,34.57588208746528,35.42592541021401,33.82959060585981,-1.5963348043541998,0.0003108426282415167,0.0004391070944257081,0.0001282644661841914,0.10093777436212466,0.08827097640392045,170,False
wmsg20,wmsg80,False,,,False,20.0,80.0,1.0,1.0,0.1154375,0.1153125,0.0001250000000000001,34.900542732286006,33.193893168300036,34.12323929151835,32.47903548069983,-1.6442038108185244,0.0004129919313709252,0.0005940209809341467,0.00018102904956322156,0.09268271594954415,0.08336630408063969,171,False
img05,wmsg80,False,,,False,10.0,80.0,0.5,1.0,0.1151875,0.1153125,0.0001250000000000001,34.9151224364619,33.193893168300036,34.13417899904236,32.47903548069983,-1.655143518342534,0.0004121655964991078,0.0005940209809341467,0.00018185538443503895,0.09364339609379652,0.08336630408063969,172,False
reference,wmsg40_img025,False,,,False,10.0,40.0,1.0,0.25,0.1148125,0.11525,0.00043750000000000733,35.31424488733145,33.552889161982414,34.52222366386737,32.831660279267886,-1.6905633845994856,0.0003785038368368987,0.0005495143024018034,0.00017101046556490475,0.09555778711609784,0.0851052577048578,173,False
reference,promoted_wmsg40,False,,promoted,False,10.0,40.0,1.0,1.0,0.1148125,0.111875,0.0029374999999999957,35.31424488733145,33.426017653208575,34.52222366386737,32.80950543145873,-1.7127182324086405,0.0003785038368368987,0.0005456236851750873,0.00016711984833818862,0.09555778711609784,0.07070535397973192,174,False
promoted_reference,wmsg40,False,promoted,,False,10.0,40.0,1.0,1.0,0.111,0.114375,0.003375000000000003,36.222525735101684,34.33324343945972,35.42592541021401,33.60665170743549,-1.8192737027785242,0.0003108426282415167,0.00046085295602097174,0.00015001032777945506,0.10093777436212466,0.08561970507495395,175,False
promoted_reference,wmsg20_img025,False,promoted,,False,10.0,20.0,1.0,0.25,0.111,0.115,0.0040000000000000036,36.222525735101684,34.29805152125781,35.42592541021401,33.557385923417336,-1.8685394867966778,0.0003108426282415167,0.0004666525445645675,0.00015580991632305083,0.10093777436212466,0.08741908670808947,176,False
wmsg40,promoted_wmsg80,False,,promoted,False,40.0,80.0,1.0,1.0,0.1146875,0.110625,0.004062499999999997,34.238306554370105,32.353024096039,33.483743425758995,31.61033297843236,-1.8734104473266342,0.0004757613530091476,0.0007261043498874641,0.00025034299687831657,0.08971934697013262,0.08706268247284649,177,False
wmsg20_img025,promoted_wmsg80,False,,promoted,False,20.0,80.0,0.25,1.0,0.115,0.110625,0.004375000000000004,34.28189094354105,32.353024096039,33.52642413738608,31.61033297843236,-1.9160911589537193,0.00047112922184169295,0.0007261043498874641,0.0002549751280457712,0.08948576694184554,0.08706268247284649,178,False
promoted_wmsg20,wmsg80,False,promoted,,False,20.0,80.0,1.0,1.0,0.1108125,0.1153125,0.004500000000000004,35.189393867590375,33.193893168300036,34.412367331389305,32.47903548069983,-1.933331850689477,0.00038745406971429474,0.0005940209809341467,0.000206566911219852,0.09524348788116868,0.08336630408063969,179,False
reference,wmsg80,False,,,False,10.0,80.0,1.0,1.0,0.1148125,0.1153125,0.0005000000000000004,35.31424488733145,33.193893168300036,34.52222366386737,32.47903548069983,-2.043188183167544,0.0003785038368368987,0.0005940209809341467,0.00021551714409724805,0.09555778711609784,0.08336630408063969,180,False
wmsg20_img05,promoted_wmsg80,False,,promoted,False,20.0,80.0,0.5,1.0,0.1150625,0.110625,0.004437499999999997,34.53364915648359,32.353024096039,33.76628491542652,31.61033297843236,-2.155951936994157,0.0004466118017444387,0.0007261043498874641,0.00027949254814302544,0.09124007026377726,0.08706268247284649,181,False
promoted_reference,wmsg40_img05,False,promoted,,False,10.0,40.0,1.0,0.5,0.111,0.1150625,0.004062499999999997,36.222525735101684,33.84098365610471,35.42592541021401,33.123404006463744,-2.3025214037502693,0.0003108426282415167,0.0005133856968313922,0.0002025430685898755,0.10093777436212466,0.08474360076151076,182,False
img025,promoted_wmsg80,False,,promoted,False,10.0,80.0,0.25,1.0,0.114875,0.110625,0.004250000000000004,34.69796547460056,32.353024096039,33.92379659211995,31.61033297843236,-2.3134636136875883,0.0004312837414909154,0.0007261043498874641,0.00029482060839654874,0.09231015136704405,0.08706268247284649,183,False
wmsg20,promoted_wmsg80,False,,promoted,False,20.0,80.0,1.0,1.0,0.1154375,0.110625,0.004812499999999997,34.900542732286006,32.353024096039,34.12323929151835,31.61033297843236,-2.512906313085992,0.0004129919313709252,0.0007261043498874641,0.00031311241851653896,0.09268271594954415,0.08706268247284649,184,False
img05,promoted_wmsg80,False,,promoted,False,10.0,80.0,0.5,1.0,0.1151875,0.110625,0.004562499999999997,34.9151224364619,32.353024096039,34.13417899904236,31.61033297843236,-2.5238460206100015,0.0004121655964991078,0.0007261043498874641,0.00031393875338835635,0.09364339609379652,0.08706268247284649,185,False
promoted_reference,wmsg40_img025,False,promoted,,False,10.0,40.0,1.0,0.25,0.111,0.11525,0.004250000000000004,36.222525735101684,33.552889161982414,35.42592541021401,32.831660279267886,-2.594265130946127,0.0003108426282415167,0.0005495143024018034,0.00023867167416028676,0.10093777436212466,0.0851052577048578,186,False
reference,promoted_wmsg80,False,,promoted,False,10.0,80.0,1.0,1.0,0.1148125,0.110625,0.004187499999999997,35.31424488733145,32.353024096039,34.52222366386737,31.61033297843236,-2.9118906854350115,0.0003785038368368987,0.0007261043498874641,0.00034760051305056546,0.09555778711609784,0.08706268247284649,187,False
promoted_reference,wmsg80,False,promoted,,False,10.0,80.0,1.0,1.0,0.111,0.1153125,0.004312499999999997,36.222525735101684,33.193893168300036,35.42592541021401,32.47903548069983,-2.9468899295141853,0.0003108426282415167,0.0005940209809341467,0.00028317835269263007,0.10093777436212466,0.08336630408063969,188,False
